"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"937","Tuesday","22","1","11","23","17","20","20","28","13","19","25","22","16","14","26","18","21","22","13","21","22","32","8","21","15","22","14","23","14","24","29","13","16","17","17","26","20","16","28","19","23","16","23","25","18","13","13","22","21","15","27","27","25","16","11","13","18","19","20","23","15","16","25","20","27","15","15","20","27","20","20","18","26","14","20","22","5","13","21","21","13","16","10","21","14","26","18","21","11","13","25","23","21","25","23","22","25","17","19","20","23","24","20","22","28","14","22","20","17","21","19","18","17","19","22","18","22","10","16","27","22","16","28","22","24","18","17","10","15","12","21","25","25","20","27","15","20","19","16","18","22","32","14","17"
"938","Tuesday","22","2","11","23","26","18","23","16","18","22","17","15","23","19","7","23","18","18","17","26","17","20","19","19","18","12","17","24","21","31","19","19","23","9","27","13","14","22","17","12","30","23","16","24","21","24","22","21","18","18","17","11","12","26","6","17","11","16","15","15","27","15","9","13","14","20","14","7","11","13","26","20","20","16","17","24","24","17","24","19","18","24","13","15","24","8","16","21","10","17","13","14","21","14","25","15","23","23","20","19","18","20","13","24","28","14","22","18","14","25","24","21","21","29","23","14","23","18","25","22","18","23","24","15","21","11","9","26","10","14","19","11","19","15","24","20","23","11","18","20","14","13","20","20"
"939","Tuesday","22","3","22","12","20","21","18","12","12","18","21","17","16","26","18","15","27","16","29","18","20","22","25","21","29","10","17","14","18","15","24","18","17","24","17","10","18","22","16","21","21","18","17","11","21","26","13","18","18","22","22","30","17","23","23","22","17","14","18","12","22","19","16","27","26","12","24","17","27","14","18","14","19","21","24","24","17","18","10","17","18","23","25","26","23","19","14","18","11","18","25","16","24","25","28","25","15","24","18","26","20","20","18","19","20","20","15","15","16","13","18","20","20","25","6","25","23","23","22","12","9","24","14","20","27","21","20","18","17","17","22","14","22","12","20","26","16","24","23","22","26","19","22","17"
"940","Tuesday","22","4","15","18","18","17","18","14","21","21","22","15","10","28","25","19","16","12","20","14","12","25","23","20","19","14","17","27","19","17","22","21","23","19","14","20","26","15","12","18","16","17","27","18","22","9","14","20","14","26","19","18","21","18","11","22","30","18","16","16","20","22","19","12","22","15","11","8","20","24","12","20","22","20","9","8","22","21","16","18","14","14","11","25","22","18","25","20","2","11","19","18","21","22","19","7","19","19","20","14","16","15","17","21","20","17","19","17","19","24","24","20","22","19","16","23","24","14","21","18","26","15","13","14","15","20","17","26","25","8","22","21","20","24","16","18","19","28","16","19","23","20","10","29"
"941","Tuesday","22","5","21","23","23","20","18","15","24","12","14","19","29","23","20","19","30","24","18","29","11","30","18","14","20","24","25","11","12","19","10","24","11","20","20","10","26","18","20","14","24","22","12","11","16","25","24","8","15","17","25","19","29","22","21","18","17","31","14","14","7","22","16","16","16","16","19","17","16","18","17","27","17","15","20","16","17","24","30","16","12","16","18","14","16","22","20","19","24","26","26","24","18","11","9","16","21","16","12","15","23","22","16","11","19","20","16","24","9","15","22","23","17","17","24","19","13","12","25","18","19","25","16","20","31","22","23","16","14","27","23","20","23","21","17","23","16","17","11","21","22","24","17","24"
"942","Tuesday","22","6","17","20","14","12","17","19","21","22","22","10","22","24","24","9","23","16","23","22","25","18","25","22","25","25","20","20","11","18","11","16","25","29","15","19","22","19","23","14","28","13","26","17","16","9","22","16","24","22","18","20","14","26","25","32","16","8","24","14","19","18","15","12","19","20","19","25","27","18","16","17","18","22","20","28","20","16","18","11","25","23","22","13","31","20","18","18","23","19","20","14","24","21","20","19","16","28","20","12","14","18","23","24","15","27","16","10","17","16","19","28","13","16","17","16","15","18","17","21","14","26","16","19","15","14","19","26","26","10","15","15","19","12","16","23","22","15","17","28","21","23","18","20"
"943","Tuesday","09","1","27","12","27","14","19","12","17","20","14","29","25","16","18","18","25","24","8","7","26","27","25","23","21","18","16","17","8","11","28","18","28","12","18","29","17","13","18","17","19","16","22","25","26","11","23","26","28","15","17","21","14","29","16","22","12","7","16","10","27","17","17","13","17","17","14","24","15","22","21","14","27","25","28","8","12","22","13","22","24","26","14","23","20","23","24","17","13","23","21","27","18","27","27","23","16","28","18","11","23","26","29","9","12","19","16","20","22","19","21","18","19","19","14","18","23","16","16","20","25","16","24","20","26","28","27","23","16","22","18","24","19","16","24","19","21","13","20","33","13","35","15","15"
"944","Tuesday","09","2","19","21","18","29","18","19","28","20","21","14","14","22","13","23","19","22","17","17","20","30","19","17","16","15","25","21","27","14","17","20","21","17","28","18","26","23","22","15","19","23","18","21","28","14","14","16","16","20","26","11","17","20","13","24","21","19","20","25","18","17","19","24","27","24","24","15","14","13","18","10","20","17","19","6","15","18","21","23","27","27","21","11","14","16","19","14","16","17","16","22","21","29","26","11","23","14","26","19","18","24","21","16","21","14","21","9","22","24","20","28","19","21","19","28","9","10","25","27","23","26","24","25","22","13","17","15","24","21","23","15","18","20","18","23","15","17","25","13","17","27","23","18"
"945","Tuesday","09","3","20","20","21","18","11","21","16","17","20","19","20","14","18","23","22","33","20","15","11","22","22","29","15","24","15","18","16","15","17","23","16","23","25","17","18","26","24","15","29","16","20","27","21","21","27","12","16","13","14","14","19","26","17","23","20","22","16","23","17","23","14","19","17","34","24","21","17","20","12","11","18","19","28","21","13","14","19","18","11","12","26","12","21","21","20","15","19","12","9","26","23","18","23","25","24","21","15","21","18","14","18","25","22","16","17","9","16","18","21","20","21","23","15","25","12","23","30","20","18","23","23","31","27","30","14","12","18","13","21","12","15","22","29","19","17","27","9","18","22","29","16","15"
"946","Tuesday","09","4","17","24","10","20","17","14","18","19","24","22","24","15","18","21","22","17","13","15","16","22","24","19","13","19","29","20","13","23","22","13","18","22","19","15","24","18","9","18","20","21","22","21","23","18","11","19","17","13","14","26","9","19","16","29","24","28","24","29","13","26","16","21","21","26","16","14","20","15","24","16","21","16","14","20","13","28","22","21","15","24","20","17","19","24","17","20","11","27","19","21","15","16","17","16","22","18","20","17","17","24","26","15","28","17","21","22","27","21","22","21","21","19","21","25","9","21","14","18","16","13","14","21","22","26","24","23","26","19","23","20","8","19","4","20","19","11","30","17","24","20","27","29"
"947","Tuesday","09","5","9","19","16","27","19","12","26","7","14","15","18","15","21","20","24","11","13","8","26","24","19","23","5","21","17","16","26","17","21","20","18","18","13","24","22","20","13","22","15","17","14","20","24","18","26","21","22","23","27","15","30","16","20","21","26","14","19","19","12","18","23","16","27","17","28","22","21","12","17","15","28","22","12","13","17","16","30","21","13","19","24","23","19","12","18","28","21","13","28","31","15","23","16","25","21","19","22","21","18","19","18","29","31","27","31","27","25","21","19","16","20","37","18","15","22","15","19","21","21","15","8","15","17","24","18","19","37","24","12","17","31","15","22","22","14","14","18","15","15","23","13","20"
"948","Tuesday","09","6","21","20","15","14","22","8","9","19","15","15","20","19","24","22","19","22","26","26","14","19","21","26","18","27","21","17","16","13","14","17","21","13","22","18","23","6","6","25","16","20","12","20","22","13","26","15","14","20","17","26","25","22","24","24","16","20","20","27","19","21","23","25","24","20","20","14","25","7","22","21","22","17","20","18","15","19","24","14","27","16","15","13","14","31","19","23","17","19","17","27","20","20","17","18","23","19","24","22","17","21","11","25","11","27","14","20","22","19","37","19","27","16","11","23","18","28","22","25","11","18","26","35","27","13","23","18","25","25","29","16","27","23","15","21","21","19","18","21","15","14","23","24"
"949","Tuesday","23","1","25","17","26","15","30","15","17","18","21","15","18","16","22","21","20","25","22","22","20","23","19","17","16","21","20","13","13","19","22","23","18","21","19","22","17","22","21","24","7","22","16","9","26","21","11","15","9","14","16","14","24","19","23","26","20","21","25","25","17","26","23","23","16","15","28","23","15","22","13","31","20","27","25","15","19","22","18","28","24","24","13","16","20","24","24","14","24","18","18","13","25","17","19","23","27","19","24","25","22","18","17","31","22","17","23","19","18","25","16","19","10","29","23","9","14","20","18","17","26","23","24","23","18","20","14","29","9","23","26","22","20","27","27","10","22","18","16","17","22","21","13","18"
"950","Tuesday","23","2","21","20","22","26","17","17","14","21","20","22","24","21","22","18","23","24","12","14","20","17","23","16","17","17","24","17","9","21","15","20","25","26","21","14","22","26","10","24","20","18","21","18","20","21","14","14","11","18","29","10","33","16","14","20","18","20","24","23","17","21","19","22","25","18","23","23","29","24","16","21","19","12","9","11","24","22","23","24","9","19","19","15","24","18","15","22","19","30","17","7","27","22","23","21","22","18","21","11","23","22","19","23","17","22","25","23","9","23","22","18","29","14","18","25","18","12","14","24","23","20","16","24","24","15","16","22","22","18","19","16","23","15","13","19","17","18","23","17","30","14","24","16"
"951","Tuesday","23","3","18","19","12","22","27","25","15","17","21","27","19","25","30","11","13","30","22","25","20","21","17","18","24","18","26","26","20","25","16","18","10","21","19","17","18","12","17","17","17","26","22","25","15","19","19","17","24","18","19","17","16","13","11","12","15","24","19","21","16","20","19","20","17","19","14","26","23","20","16","20","18","19","20","19","18","22","25","22","30","25","24","29","26","17","17","22","17","22","20","21","20","11","26","15","16","9","21","18","22","15","15","17","23","21","19","16","13","23","17","11","27","15","15","19","17","9","25","17","19","16","23","6","24","20","28","24","25","19","20","34","18","24","36","21","12","20","21","16","26","35","27","16"
"952","Tuesday","23","4","23","19","20","24","18","18","16","22","23","12","27","16","24","19","22","15","21","19","23","20","15","24","13","22","11","15","11","20","13","20","28","23","21","21","18","19","27","19","11","15","14","18","15","20","16","18","21","17","26","21","27","14","8","19","18","20","27","25","22","23","23","24","18","19","23","23","16","20","24","19","17","23","16","18","24","10","14","25","14","30","18","26","14","17","12","18","19","21","19","13","19","24","23","23","27","7","18","27","23","18","16","24","26","11","12","17","16","11","23","23","13","17","16","21","22","19","19","20","22","14","21","25","23","19","23","20","14","15","23","26","26","24","9","18","28","19","29","20","17","18","21","24"
"953","Tuesday","23","5","17","21","25","20","11","24","15","16","24","16","10","22","29","8","25","15","13","25","16","10","27","12","24","24","20","14","10","13","15","18","27","16","17","25","23","15","21","25","21","18","22","16","22","19","21","11","25","11","18","19","20","22","18","13","17","11","23","17","18","19","24","23","17","8","24","21","24","17","16","20","24","19","21","21","11","23","19","9","15","17","23","21","20","33","26","13","24","28","17","24","14","10","13","14","8","15","25","16","20","32","27","16","24","16","21","22","14","14","18","15","21","19","21","16","19","19","21","24","16","10","13","21","11","17","26","29","24","25","19","15","23","15","23","24","11","23","28","18","19","6","22","22"
"954","Tuesday","23","6","15","13","15","16","14","19","13","16","21","11","22","16","25","16","19","25","25","12","24","15","8","24","17","22","15","29","23","22","18","14","17","22","31","18","21","17","20","13","18","20","22","21","22","14","19","20","29","23","24","20","17","14","9","25","22","20","13","22","6","11","21","18","17","25","31","11","26","28","20","20","16","19","25","21","14","21","21","32","16","17","18","20","30","19","19","18","17","17","27","24","10","25","21","18","24","24","22","21","26","12","16","18","27","13","21","17","19","14","26","16","17","17","21","27","14","13","16","18","6","30","22","21","19","15","22","18","18","22","24","25","17","17","23","19","28","13","10","30","33","12","18","36"
